	video_id	title	channel_title	category_id	category	publish_time	tags	views	likes	dislikes	comment_count	description
10	WdPDo2P9VoM	"COMO ALCANZAR TU CUERPO ""IDEAL"""	Sascha Fitness	26	Howto & Style	2018-01-11T19:16:58.000Z	postparto|postpartum|fitness|cuerpo de playa|figura|perder grasa|rebajar|adelgazar|gym|en forma|resoluciones|2018|mamá|bebe	652225	38726	413	3719	"💪🏼🎉Link para comprar mi proteína: 

                 ISOLATE WHEY :  

http://bit.ly/SaschaFitnessProtein


Hola mis amores! espero que este video les guste, estoy algo dispersa y cansada, tengan en cuenta que no estoy durmiendo mucho en las noches jeje poco a poco volveré con la misma energía e intensidad que antes :) les mando un beso!

Mail box 
20533 Biscayne Blvd #781 Aventura FL zip code 33180
Contacto Laboral: info@saschafitness.com

Cualquier duda saben que pueden preguntarme en las redes sociales:

 Web:            http://saschafitness.com
Instagram :  http://bit.ly/Instagram-Saschafitness
Facebook :  http://bit.ly/Facebook-saschafitness
Twitter :       http://bit.ly/Twitter-Saschafitness
Snapchat:   Sascha_fitness

Gracias por todo!!!! Los quiero🤗🤗❤️❤️❤️



Cosas que uso en el video:

- Microfono :    http://bit.ly/Microfonosascha
- Camara:         http://bit.ly/camaradevideo
- Aro de luz:     http://bit.ly/arodeluz
- Mac Pro:        http://bit.ly/macprosascha
- Lente :            http://bit.ly/lentedecamara"
11	nU4ugHpIpHo	DIY 7 ideas para DECORAR tus paredes	Dare to DIY	26	Howto & Style	2019-04-14T13:00:29.000Z	DIY|Do it Yourself|moda|customizar ropa|customize|Dare to DIY|Sylvia Salas|Silvia Salas|facil|diy room decor|diy decora tu habitación|decorar salon|salon|sala de estar|diy cuadros|dibujar|muy facil	172734	10857	250	223	"7 IDEAS DIY para decorar tu casa con cuadros. 

INSTAGRAM: http://instagram.com/sylvia_daretodiy
FACEBOOK - http://www.facebook.com/daretodiy
TWITTER: https://twitter.com/Daretodiy
PINTEREST: http://pinterest.com/daretodiy/


FOIL
* Tiene que ser foil REACTIVO. De todos los que he probado, el único que me ha funcionado es el de la marca Minc - https://www.upandscrap.com/catalogsearch/result/index/?q=foil+reactivo

Laminadora Plastificadora - Amazon Basics - https://www.amazon.es/AmazonBasics-PL9-EU-Plastificadora-A4/dp/B00D44TLTK/ref=sr_1_3?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1SC8KF2PRD86Q&keywords=laminadora+plastificadora&qid=1555244827&s=gateway&sprefix=laminadora%2Caps%2C157&sr=8-3

Cuadro cristal

*** El programa que siempre uso para diseñar es Adobe Illustrator
Las tipografías son Vogue y Prestige Signature Script

https://www.dafont.com/prestige-signature-script.font
https://www.dafont.com/vogue.font

Música: Epidemic Sound

Cámara: Canon 5D Y 70D
Cámara de vlog: Canon Eos M5
Editor: Adobe Premiere Pro

Sylvia Salas
CONTACTO: info@daretodiy.com"
12	ryNYDmm_avI	La Clínica 25 IMSS, El Hospital De México Que Nadie Se Atrevio a Grabar de Noc¶ Exploración Urbana ¶	Erick Gunner	24	Entertainment	2019-06-24T00:25:03.000Z	Blog|terror|bizarro|pantoja|exploración urbana|dross|regalo|celulares|iPhone|Samsung|android|luisito comunica|debryan|josstop|escorpion	1325393	13900	1677	2609	"CUENTA SECUNDARIA: GUNNERSITO GAMEPLAYS... 

https://www.youtube.com/channel/UCw6p4GvRV4LeN_Y5xjCw_Fg?view_as=subscriber


Sígueme en twitch PARA JUEGOS DE TERROR 


DIARIO SUBO CONTENIDO... 
Sígueme en mis redes sociales:


FACEBOOK : https://www.facebook.com/erickgunner/

Instagram: https://www.instagram.com/erick_gunner/

Twitter: 
https://www.twitter.com/erick__gunner/

Twitch 
https://www.twitch.tv./erickgunner/"
13	gyIlLk3EHUg	Farruko, Don Omar - Coolant (Remix - Audio)	FARRUKOVEVO	10	Music	2018-11-16T05:00:07.000Z	coolant|remix|farru|don omar|farruko|latin music|musica latina|urban flow|urban vibes|trap|reggaeton|inevitable|puerto rico|para bailar|sony music|latino vibes|latinos|latinas|latin vibes|Coolant|Farruko & Don Omar|Latin Urban|Sony Music Latin	18699219	176411	5851	5970	"Farruko & Don Omar – Coolant (Remix)

Music: 

All DSPs: http://smarturl.it/CoolantR
Audio Video: http://smarturl.it/CoolantR/youtube
Apple Music: http://smarturl.it/CoolantR/applemusic
Spotify: http://smarturl.it/CoolantR/spotify
Amazon Music: http://smarturl.it/CoolantR/az
iTunes: http://smarturl.it/CoolantR/itunes
Google Play: http://smarturl.it/CoolantR/googleplay

Socials:

Sitio web: https://farruko.com 
Instagram: https://www.instagram.com/farrukoofficial/
Facebook: https://facebook.com/farrukoofficial
Twitter: https://twitter.com/farrukoofficial

#CoolantRemix #Farruko #DonOmar

Official Audio from Farruko & Dom Omar performing ""Coolant Remix"" (C) 2018 Sony Music Entertainment"
14	G0W_pXg5sNg	NO CREERAS como NACEN estos ANIMALES‏	Tu COSMOPOLIS	22	People & Blogs	2016-09-26T21:08:20.000Z	doc tops|DOC TOPS|top|top 10|top toboganes|tobogan|toboganes mas grandes del mundo|los toboganes mas increibles del mundo|top 10 toboganes|listas|de|10|xpress10|xpress|datos|curiosos|curiosidades|sabias|peliculas|wow|preguntas|lifehacks|tops|xpresstv|partes del cuerpo|cuerpo	5842526	90352	3941	9064	"NO CREERAS COMO NACEN ESTOS ANIMALES‏

REGALO iPHONE 7

SORTEO MUNDIAL YA QUE NO IMPORTA EN QUE PARTE DEL MUNDO VIVAS TU PUEDES GANAR, Y GRATIS YA QUE NO CUESTA NADA

PARA PARTICIPAR EN EL SORTEO MUNDIAL Y GANAR UN iPHONE 7
SIGUE LOS SIGUIENTES PASOS 

1.-COMPARTE EL VIDEO Y DALE LIKE

2.-SUSCRIBETE A ESTOS CANALES

Tu COSMOPOLIS
https://www.youtube.com/channel/UCo4ywJQXfUIB0lCBpczW3cA
 
Chicas cosmo
https://www.youtube.com/channel/UCqaeiJRfjlDE-A1RYhYeXaw
 
TOPSIX
https://www.youtube.com/channel/UCda8lNA3iwSoV1r3o-ViEhQ
 
AniMeMaNiAcOs
https://www.youtube.com/channel/UC9wkMFa2SFK9ArlgSkuwprg
 
Archivos Miedo
https://www.youtube.com/channel/UCmIKpIgAbZ76Lts9c7QonXQ
 
 Cosmopolis Cine
https://www.youtube.com/channel/UCztBECmIMzSGHNyVaWh19ug
 
Ella Dice
https://www.youtube.com/channel/UCH3P5m6Y7e_RaiPa6F3uZfA

WORLD COMICS
https://www.youtube.com/channel/UCf3FHFyaoIANdlbJ_hmfAaw
 
MarcoAntonioC
https://www.youtube.com/channel/UC9YhG7EIYz4IJpcnwMYt0JA
 
En Un Minuto o Dos
https://www.youtube.com/channel/UCUTfRFu88x_JelpQR8d8qMw
 
Historias Reales
https://www.youtube.com/channel/UCykcDzFWugNKb9UKnr8y0Tw
 
CONSTANZA PLAY
https://www.youtube.com/channel/UCn2ftDpTtDabm7xy4o20A3w
 
Cosmocraft
https://www.youtube.com/channel/UChm7dGEG318ZlzQuEmG3NOw
 
CARTOGAMER
https://www.youtube.com/channel/UCTG8HQUk9_Wj_D6BrNvyOKg
 
PORNOPOLIS
https://www.youtube.com/channel/UCOeNHd-bnyY6vdybS4JIgYw
 
MaFerNews
https://www.youtube.com/channel/UCAmVBA1AjZUsnmAQA5RXzXQ
 
MARCO JUEGA
https://www.youtube.com/channel/UCTv_7SvGIG9ZdlI-EUqLl-w
 
SIMPLEMENTE SEXO
https://www.youtube.com/channel/UCmIxhGOfMi492pQd7rjyVKQ
 
ViviendoConLIZ
https://www.youtube.com/channel/UCTxcNwEUnKjkAuQq0rxa3BA
 
 
3.- SIGUENO EN NUESTROS FACEBOOK 
 
Tu Cosmopolis
https://www.facebook.com/TuCosmopolis/?fref=ts

TOPSIX 
https://www.facebook.com/TOP-SIX-567755643390718/
 
Animemaniacos
 https://www.facebook.com/Animemaniacos-177547709320702/?fref=ts
 
Archivos Miedo
 https://www.facebook.com/Archivos-Miedo-945288188839565/?fref=ts
 
Historias Reales
https://www.facebook.com/poeMAVs/?fref=ts
 
Chicas Cosmo
https://www.facebook.com/chicascosmooficial/?fref=ts

PORNOPOLIS
https://www.facebook.com/PORNNOPOLIS/
 
 
4.- SIGUENOS EN TWITTER:

TuCOSMOPOLIS
https://twitter.com/TuCosmopolis

MARCOANTONIOC
https://twitter.com/Marcoantonioc

CHICASCOSMO
https://twitter.com/mafernews1

5.-COMENTA EN ESTE VIDEO Y ESCRIBE: YO QUIERO EL iPHONE7

6.-SI TIENES DUDAS REVISA WWW.TUCOSMOPOLIS.NET

7.- Y AHORA SI MUCHA SUERTE 

Es muy importante que te suscribas  ¡YEAH!!
Ya somos más de 2,108,047  de  almas suscritas y unidas en Tu COSMOPOLIS 2,102,800"
15	Bg6_n8VmfCE	Faby Apache en Luchando por México - Apoyo a los damnificados	Lucha Libre AAA	17	Sports	2017-12-05T16:00:01.000Z	lucha|lucha libre|lucha libre aaa|terremotos mexico|sismo cdmx|sismo damnificados|apoyo damnificados|faby apache|cdmx|gimnasio juan de la barrera	5067	107	4	4	"BOLETOS AQUÍ: http://bit.ly/boletos-aaa-lucha-mexico

Faby Apache necesita tu ayuda para apoyar a los que más lo necesitan

25 Aniversario de la Mejor Lucha Libre del Mundo: Lucha Libre AAA Worldwide

Sitio Oficial: http://bit.ly/aaa-world-wide
Fanpage: http://bit.ly/aaa-facebook
Feed Twitter: http://bit.ly/aaa-twitter
Videos: http://bit.ly/aaa-youtube-tv
Fotos: http://bit.ly/aaa-instagram"
16	KK46vfUS8fM	Aspectos Astrologicos del fin de semana: del 16 al 18 de febrero 2018	Mia Astral	24	Entertainment	2018-02-15T22:59:54.000Z	astrologia|mujer|wellness|astrology|ciaching|acim|loa|salud|eclipses|aries|tauro|geminis|cancer|leo|virgo|libra|escorpio|sagitario|piscis|acuario|astrocoach|miastal|luna nueva	69178	1824	76	65	Pasa el eclipse parcial de Sol en Acuario y ¿después que? Acá les cuento todo para que lo aprovechen al máximo.
17	Yr-2F7_Lo9A	QUEEN y su Rapsodia Bohemia en el cine, músicos y protagonistas hablan de ella	EstoEs COMBO	1	Film & Animation	2018-11-01T15:38:59.000Z	la|lata|combo|lalata|estoescombo|alex|montiel|werevertumorro|estrenos|películas|reviews|reseñas|entrevistas|interviews|movies|trailer	571706	22807	541	970	"Contrataciones, campañas, conducciones, conferencias y más escribe a: 
soyalexmontiel@gmail.com 

Facebook:
https://www.facebook.com/EstoEsCOMBO 
Instagram:
https://www.instagram.com/alexmonthy/
Twitter:
https://www.twitter.com/AlexMonthy"
18	RmduVtB-PqE	🔴LOS MEJORES POSTRES QUE VERÁS HOY 🔴 SI TE DA HAMBRE O SE TE ANTOJA PIERDES PASTELES Y HELADO #2	Cosas Geniales	22	People & Blogs	2017-10-15T21:02:02.000Z	NIVEL DIOS|NIVEL DIFICIL|manualidades|chicas|tortas|pasteles|reposteria|recetas|recetas sencillas|chocolate|instagram|mejor comida instagram|pastel|tarta|cocina facil|decoracion pasteles|recetas faciles|postres|cocina|ideas sencillas|satisfactorio|video satisfactorio|simple recipes|food|cake|easy cooking|cakes|decorating cakes|Street food|comida|la mejor comida callejera|street food|the food ranger|si te da hambre pierdes|CALLE|callejera	2917829	16167	1725	1179	"Ehrling - I Feel Good
Ehrling - No Worries (Feat. Timon & Pumba)
Kovan & Alex Skrindo - Into The Wild (Feat. Izzy) [Radio Edit]
Retrovision Campfire

💄Nuevo Video en CosasChic►https://www.youtube.com/playlist?list=PLc-0um0N0mBeJ_d2G5uRbzgnEe4bGl7YP
👉Nuevo Video en el Canal Secundario►https://www.youtube.com/playlist?list=PLc-0um0N0mBdIlj5I18nR9jlUPS24hHVK
🍨Postres Increíbles►https://www.youtube.com/playlist?list=PLc-0um0N0mBeG-BGxiq3blzu9Ke2bz1ot
😍Vídeos Satisfactorios► https://www.youtube.com/playlist?list=PLc-0um0N0mBcdaAHr0vVvFp4s-0Iyv1gz
💋Maquillaje Hermoso►https://www.youtube.com/playlist?list=PLc-0um0N0mBeD3iTJo6pzzBxnvhUXOJD-
🎭Artistas Increíbles►https://www.youtube.com/playlist?list=PLc-0um0N0mBdyq3YM_Y-8DgA6PuEiAFyL
🍔Si te da hambre o se te antoja pierdes►https://www.youtube.com/playlist?list=PLc-0um0N0mBdvUHt_-VPmmFB-Kuc3v5fs

Comparte esta publicación de manera publica si quieres un saludo en el próximo vídeo: https://goo.gl/JyNR2c

🌟 SÍGUENOS EN REDES SOCIALES:

🐦 ► Twitter: https://twitter.com/CosasGenialesYT
👍 ► Facebook: https://www.facebook.com/CosasGenialesYT

DISCLAIMER:
I do not claim ownership to any of the following videos. I am using them for promotion use only.
Contact to Promote or Remove: Contactocosasg@gmail.com

♥ Tags de busqueda:: 

- Satisfacción visual
- Video relajante
- Most Satisfying Video
- Satisfying Video
- Satisfying Feelings
- Pasteles y tortas
- Cakes
The Most Oddly Satisfying Video Compilation
New video The Most Satisfying Video Ever 2017 Full HD
The Most Satisfying Video In The World | HD Full Version
Oddly Satisfying Video You Have Been Waiting For
The Most Satisfying Video In The World 50 Oddly Satisfying Videos HD Life Awesome 2017
oddly satisfying Most Satisfying Videos In The World,Cake?? Awesome artistic skills"
19	TzUDCU85OJo	¿Cuándo empezar a tomar batidos de proteínas?, suplementos...	Jesús López Trainer	17	Sports	2016-09-12T18:06:26.000Z	piker|trainer|jesus|lopez|jesuslopez|entrenamiento|pesas|fitness|perder|grasa|adelgazar|ganar|masa|muscular|barriga|rutina|abdominales|cuando empezar a tomar batidos de proteinas|batidos de proteinas|cuando comenzar a tomar|cuando comenzar a tomar suplementos|suplementos|batidos de proteinas buenos|batidos de proteinas dañinos	435504	11327	259	388	"¿Cuándo debería empezar a tomar batidos de proteínas o suplementos?

➢ Contacto profesional  (NO RESPONDO DUDAS PERSONALES)
jesuslopezpersonaltrainer@gmail.com

► MYPROTEIN SUPLEMENTOS Y ROPA con 10% y 12% en tus pedidos 
►Link: http://bit.ly/PikerMyProtein
Descuentos: jesusl12 para tu primera compra jesusl10 para el resto

➢ Instagram: https://instagram.com/pikertrainer
➢ Twitter: https://twitter.com/PikerTrainer
➢ Snapchat: PikerTrainer

► MIS SERVICIOS ASESORÍAS Y ENTRENAMIENTOS
(NO RESPONDO DUDAS PERSONALES)
http://jesuslopeztrainer.es/

► Suplementos utilizo ACTUALMENTE:

- Proteína Impact Whey Protein sabor Chocolate Peanut Butter
- Aumento de la concentración PULSE V4 8gr 30' antes de entrenar  
- barritas mybar zero y protein chox  para cuando apetece algo dulce ;)
- HMB mantener masa muscular y aumentar la recuperación.

► Jesús López:

 Entrenador Personal y Youtuber.

A día de hoy trabajo como entrenador personal certificado por la NSCA. 

Mi objetivo con el canal de youtube es intentar que la gente vea el ejercicio con pesas y la actividad física diaria de otra manera :) quitando rumores, obsesiones e intentando transmitir la felicidad y satisfacción que produce una vez nos hemos enganchado! 

Poco a poco añadiré videos del estilo más Vlogger hablando sobre otros temas ajenos al deporte, aunque será ocasionalmente.

Gracias por llegar hasta aquí ^^

► Música para realizar HIIT indicando tiempos https://www.youtube.com/watch?v=7V4k1ZmdcFU"
20	J1uUhGwG7Uo	💖TENDENCIA EN PEINADOS FACILES Y ELEGANTES	Ideas Fashion DIY	26	Howto & Style	2017-12-06T19:16:15.000Z	Hair|Hairstyle|Messy bun|Peinado|Bun|Chongo|Cabello|Fashion|Moda|Tendencia	4134850	48526	2963	203	"Peinado fácil de cabello recogido
Bun hairstyle"
