	video_id	title	channel_title	category_id	category	publish_time	tags	views	likes	dislikes	comment_count	description
177	TTcXhYHmOx8	Primitive Technology: Sweet potato patch	Primitive Technology	22	People & Blogs	2016-05-20T22:12:32.000Z	pt|Sweet potato	17686586	237620	3147	19329	"I built a fenced enclosure and cultivated sweet potatoes (from civilisation) and yams (from the wild) in it. I originally had a small 3X3 m garden behind the wattle and daub hut that already had some sweet potato and yam vines growing in it that were planted after the hut was built. But wallabies kept eating the leaves. So I made a wattle enclosure around it to keep them out.  Wood ash was added to the soil to provide potassium and phosphorus for the growing tubers. 
The previous small garden was organised in rows (not seen in this video) but this was hard to water during dry weather. So I re-organised the patch into 1 meter wide mounds with pits in the centre. Vines were planted into the mounds and water poured into the centre of each mound watered the vines. So then I had a small garden with 9 mounds contained within it. I decided to enlarge the patch to fit in more mounds so I took out 2 sides of the fence and extended them by a meter each. So the patch ended up being 4X4m and contained 16 mounds. In addition to wood ash, leaf mould was added to the mounds for fertility and to reduce loss of moisture.
The patch, being in the dark forest understory, received only about 2-3 hours of direct sunlight per day so the yield was disappointingly small. Nevertheless, the patch produced a few small sweet potatoes and a single larger yam. I also picked some green growing tips of the sweet potato vine that can also be eaten. I boiled the greens slightly in a pot with a hot stone and ate the leaves. I then roasted the sweet potatoes and yam in the coals of the fire. The sweet potatoes (purple fleshed tuber) taste sweet and starchy whereas the yam (white fleshed tuber) tastes similar to an ordinary potato. After eating, I took the wood ash from the fire and poured it back into the mounds that were harvested, replanted them and watered them. In future I’d plant the sweet potatoes in an area that receives much more sunlight in order to dramatically increase production. I’ve grown the same variety at home and it produces a much greater quantity and size of tubers in full sun. Wood ash also tends to increase tuber yield and so is a good use for waste ash.
The sweet potato is a remarkable plant. It’s a staple food of many traditional cultures. NASA has considered it a potential crop to be grown on spaceships for long term missions. In terms of energy production it’s only 3rd behind sugar cane and cassava. It produces the most food value (a combination of edible energy and nutrition) of any crop per unit space and time. A study of Fijian farms using manual labour showed that ratio of energy put into farming vs yield of energy was 1:17 for rice and 1:60 for sweet potato.  It grows on marginal soil and doesn’t require much nitrogen to grow. It takes a relatively short growth period of 3-4 months to yield. All parts of the plant can be eaten including the leaves which provide additional protein and nutrients.  I grow the purple variety (because it tastes better in my opinion) but all varieties are nutritious and will stave off malnutrition. A person could potentially be nearly self-sufficient from a small plot of sweet potatoes. Note that in colder climates, regular potatoes could be grown instead of sweet potatoes.

Wordpress: https://primitivetechnology.wordpress.com/
Patreon page: https://www.patreon.com/user?u=2945881&ty=h
I have no face book page. Beware of fake pages."
178	Zwsr8b3epac	"[ENGSUB]직원에게 세계에서 제일 ""신맛"" 사탕을 먹여보았습니다♥몰카♥"	창현거리노래방KPOP COVER STREET KARAOKE	24	Entertainment	2019-02-05T12:00:02.000Z	KPOP|윾튜브|임다|철구|외질혜|홍구|감스트|뽐뽐뽐|봉준|랭킹모아|리플|우마|엣지|미니미니|새송|연플리|삐맨|Bigmarvel|세야|셀리|김덕배|신세경|윰댕|대도서관|하늘|말왕|나도|홍사운드|케이|남순|제이제이|급식왕|앙재은띠|장삐쭈|korea|와썹맨|Englishman|송대익|테스터훈|어썸하은|허팝|twice|트와이스|K-POP|kpopcover|K-popcover|wish107.5|제이플라|JFla|JFlaMusic|버블디아|라온|Raon|BLACKPINK|블랙핑크|BTS|방탄소년단|이수|김범수|소진소진|턱형|Stone|나얼|볼빨간사춘기|아이유|숀|선미|양팡|박효신|엠씨더맥스|SG워너비|폴킴|Karaoke|금영노래방|질러쏭|멜론|이사배|더블비|보겸|슈기|보물섬|밴쯔|떵개|공대생|영국남자|일소라|혼코노|커버곡|음악|노래|버스킹|팝송커버|노래잘하는법|원더케이|1theK|StoneMusic|1MILLION|원밀리언댄스|BANGTANTV|M2|T-Series|Jfla	287015	3275	59	743	"창현 유튜브 구독하기 https://bit.ly/2kwqjPd
광고&섭외&스폰 문의: Bjummma@naver.com
인스타그램 https://www.instagram.com/ssong.cafe/



#kpop #kpopcover #라이브 #일소라
#혼코노 #창현 #BJ창현 #먹방 #먹스타그램 #맛스타그램 #아프리카tv #BJ #너목보 #슈스케 #케이팝스타 #프로듀스101 #노래 #음악 #일소라 #레전드 #먹방 #아이돌 #배우 #모델 #쏭카페 #창현의거리노래방 #거리노래방 #홍대 #홍대걷고싶은거리 #버스킹 #버스킹레전드 #j.fla #Mukbang #먹방 #Eatingshow #홍대맛집 #맛집 #홍대카페 #kpop"
179	227o4PKi0uE	중국은 힘으로 다뤄야한다 [김정민박사 특별대담]	고성국TV	25	News & Politics	2019-02-08T06:15:01.000Z	고성국TV|중국|시진핑|김정민|김정민 박사|특별대담|고성국 중국|고성국 시징핑|시진핑 주석|중국 시진핑|시진핑 게임|중국은 힘으로|중국 힘|화웨이|트럼프 화에이|미국 중국|시진핑 트럼프|트럼프 시진핑|무역갈등|보수|보수방송|우파|우파방송	493740	21139	602	1485	"중국은 힘으로 다뤄야한다 [김정민박사 특별대담]

*자율구독료:  490701-01-183911 국민(고성국)
*해외 자율구독료: https://www.paypal.me/kosungkookTV
**자율구독료는 좋은 방송을 만드는데 큰 도움이 됩니다. 
# 채널: youtube.com/c/고성국TV
# 문의:  kosungkook.tv@gmail.com/ 010-6657-3010"
180	CInzYKWhG1Y	'여배우 스캔들' 2차 공방…비방·폭로로 끝난 경기지사 후보 토론회	JTBC News	25	News & Politics	2018-06-06T08:17:50.000Z	JTBC|JTBC NEWS|뉴스룸|손석희|newsroom|sohnsukhee|지방선거|6.13 지방선거|jtbc여론조사|지방선거 여론조사|한국갤럽 지방선거|한국갤럽|jtbc 한국갤럽|더불어민주당|선거법|이재명|양기대|전해철|이재명 트위터|이재명 부인|혜경궁 김씨|이재명 혜경궁 김씨|선대위|양기대 광명|이재명 김부선|이재명 스캔들|이재명 여배우 스캔들|주진우|주진우 기자|김부선 주진우|남경필 땅 투기	6510	34	5	49	"📢 JTBC유튜브 구독하기 (http://bitly.kr/5p)
✍ JTBC유튜브 커뮤니티 (http://bitly.kr/B9s)

▶ 공식 홈페이지 http://news.jtbc.co.kr
▶ 공식 페이스북 https://www.facebook.com/jtbcnews
▶ 공식 트위터 https://twitter.com/JTBC_news

방송사 : JTBC (http://www.jtbc.co.kr)"
181	EJ0lw7ni7yQ	10년 동안 『웹툰』만 보면 생기는 능력 ㅋㅋㅋㅋㅋㅋ	악동 김블루	20	Gaming	2018-05-26T10:00:01.000Z	네이버웹툰|웹툰|레진|레진코믹스|김블루|웹툰작가|작가	1981785	22015	907	15662	"그는 웹툰서비스 초창기부터 팬이였었다..
》구독하기 링크 Click!!: http://gudok.kimblue.tv
》트위치 바로가기: https://www.twitch.tv/rainblue37
》김블루 팬카페!! : http://cafe.kimblue.tv

★지금 구독하기와 좋아요버튼을 꾹 눌러달라구!!★

★ 친구들 유튜브 링크!!! ★
》나무늘풍님 ( 편집 )
》레나 ( 편집 스탭 ) - https://www.youtube.com/channel/UCbTQvGbs9x5ERvE4ZmD47qw
》윤수 피아노 ( 매니저 ) - https://www.youtube.com/YunSuPiano
》못난이하율 ( 디자인 ) - https://www.youtube.com/channel/UCw6i1-tIc7cQIMFMIqfBXhQ
》육식토끼 ( 디자인 ) - https://www.youtube.com/channel/UCy1AUBBSZx81v9tpTBZCscQ


-------------------------------------------------------------------------------------
Welcome to KimBlue's channel, guys!
Thank you for watching my video.
All the videos in my channel are played
by me, with my friends.
I usually play PUBG, GTA5, Minecraft and 
Garry mod, which will be uploaded
frequently in my channel.
Thanks for reading this intro and 
please watch my other videos, which will
be more fun!
Don't scare to be captivated my me-★
I will be back with more fun and witty 
videos!
Do not forget to ""SUBSCRIBE"" my channel
and ""LIKE"" my videos!!



음원 - JWVID , 유튜브 라이브러리, 퍽픽, NCS
Kevin MacLeod의 음원은(는) Creative Commons Attribution 라이선스에 따라 라이선스가 부여됩니다.
출처: https://soundcloud.com/kevin-9-1
아티스트: http://incompetech.com/

엔딩곡
https://www.youtube.com/watch?v=q5w5VX4tAD4

Tobu - Candyland [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://www.youtube.com/watch?v=IIrCDAV3EgI&t=3s
Free Download / Stream: http://bit.ly/tobu-candyland

Non Copyrighted Epic Music | Battle Troopers (Royalty Free Music)
Royalty Free Zone - No Copyright Music
https://www.youtube.com/watch?v=-IOt1hbbzEk
email : rainblue37@naver.com"
182	4JFiCEzzE10	일렉트로 드래곤, 아레나에 번개를 뿜다!	클래시 로얄	20	Gaming	2018-10-26T06:02:16.000Z	클래시로얄|CLASHROYALE	1043851	17848	428	461	"무섭게 귀여운? 귀엽게 무서운? 일렉트로 드래곤이 아레나에 왔습니다! 번개로 최대 세 개의 목표에 피해를 주는 일렉트로 드래곤을 만나보세요!

아레나에서 만나기: http://supr.cl/ClashRoyaleKorea"
183	jZOUjtDwPDk	세포키우기에서 갓 유튜버 도티형을 보아버렸다..!! [ 특별한 녀석들 : 밥 위드 라바 ] - 피카리스코 김블루	악동 김블루	20	Gaming	2017-05-27T04:00:02.000Z	세포키우기|세포|특별한녀석들|특별한 녀석들|밥위드라바|bob with lava|김블루|냐무|신성|뽀노|피카리스코|모바일게임	295370	2434	91	370	"세상에.. 난 세포키우는게 너무 좋아!
》밥위드라바 다운링크!! : http://sandbox.direct/Kimblue_BOB
》구독하기 링크 Click!!: http://gudok.kimblue.tv
》트위치 바로가기: https://www.twitch.tv/rainblue37
》피카리스코 아지트!! : http://cafe.kimblue.tv

★지금 구독하기와 좋아요버튼을 꾹 눌러달라구!!★

★ 피카리스코 친구들 유튜브 링크!! 필수구독! ★
》신성 - https://www.youtube.com/channel/UCAwk_dr_z35_GUkvFCzHIXQ
》뽀노 - https://www.youtube.com/channel/UC6w56y491EhVxowRo8i_A8Q
》레나 ( 편집 스탭 ) - https://www.youtube.com/channel/UCbTQvGbs9x5ERvE4ZmD47qw
》윤수 피아노 ( 매니저 ) - https://www.youtube.com/YunSuPiano
》못난이하율 ( 디자인 ) - https://www.youtube.com/channel/UCw6i1-tIc7cQIMFMIqfBXhQ
》육식토끼 ( 디자인 ) - https://www.youtube.com/channel/UCy1AUBBSZx81v9tpTBZCscQ


-------------------------------------------------------------------------------------
Welcome to KimBlue's channel, guys!
Thank you for watching my video.
All the videos in my channel are played
by me, with my friends.
I usually play GTA5, Minecraft and 
Garry mod, which will be uploaded
frequently in my channel.
Thanks for reading this intro and 
please watch my other videos, which will
be more fun!
Don't scare to be captivated my me-★
I will be back with more fun and witty 
videos!
Do not forget to ""SUBSCRIBE"" my channel
and ""LIKE"" my videos!!



음원 - JWVID , 유튜브 라이브러리, 퍽픽, NCS
Kevin MacLeod의 음원은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/...)에 따라 라이선스가 부여됩니다.
출처: https://soundcloud.com/kevin-9-1
아티스트: http://incompetech.com/

엔딩곡
Desmeon - Back From The Dead [NCS Release]
https://youtu.be/OFWT4yfPdjo
Desmeon
• http://www.youtube.com/iamdesmeon
• https://soundcloud.com/desmeon
• http://facebook.com/iamdesmeon
• http://twitter.com/iamdesmeon
email : rainblue37@naver.com"
184	PXyu2dlYalA	우주소녀 WJSN [100초]로 보는 라이브 LIVE	딩고 뮤직 / dingo music	10	Music	2017-07-01T10:00:35.000Z	딩고|딩고뮤직|Dingo|dingo|dingomusic|happy|kpop|kstar|ksinger|kpoper|연정|유연정|우주소녀|WJSN|설아|보나|성소|여름|은서|다영|수빈|엑시|루다|미기|선의|100초|100초로|보는|Cosmic Girls|宇宙少女|100sec|100|sec	2541350	37222	833	1465	"★딩고 뮤직 구독하기 click 
https://www.youtube.com/channel/UCtCiO5t2voB14CmZKTkIzPQ?sub_confirmation=1 
나만을 위해 불러주는 라이브를 받아보고 싶다면 딩고 뮤직 구독하기! 
 
★실시간 BEST :: https://youtu.be/XxKWzutsG3A
 
↘세로라이브 장르별 베스트 / 1시간 
https://www.youtube.com/playlist?list=PLmxVF8ick5cRTz5w5ec1Jp-MsWia9LHkV 
↘역대급 세로라이브 (랭킹순) 
https://www.youtube.com/playlist?list=PLmxVF8ick5cSdoEdME6wEjJDLs4XWSV2Z 
↘이슬라이브  
https://www.youtube.com/playlist?list=PLmxVF8ick5cTI_lZ_O-FqCC2CrzqZ8BxZ 
 
#딩고뮤직 #구독필수 #세로라이브_역대급_몰아듣기 
★딩고 프리스타일 구독하기 click 
https://www.youtube.com/user/nunnaamo?sub_confirmation=1 
★일소라 구독하기 click 
https://www.youtube.com/channel/UCAbd8xHBGObktNG6F4GeChA?sub_confirmation=1"
185	fzxGeZSj0lU	서울시장 후보 마지막 2차 토론 하이라이트	기린TV	25	News & Politics	2018-06-07T17:15:05.000Z	안철수|전당대회|국민의당|문재인|문죄인|새정치|갑철수|간철수|안신병자|v3|바른정당|자유한국당|한국당|자한당|자유당|정의당|김무성|하태경|김동철|추미애|이재명|노조|손학규|김대중|DJ|MB아바타|이명박|취업특혜|박주선|기자간담회|비대위|이언주|안철수토론|장진영|최고위원|문재인 대통령|문벌구|문빠|문베충|문재앙|중도|진보|보수|홍준표|안보|개혁보수|합리적중도|이정미|우원식|정우택|문재인 정부|유승민|이준석|인터뷰|재신임투표|전당원투표|합당|Ahn Chul Soo|Moon Jae In|Yoo Seung Min|바른미래당|바미당|박영선|박원순|지방선거|총선|대선|송영길|개헌|청와대|조국|출마선언|후보자 토론|서울시장 후보자 토론|경기도지사 후보자 토론|남경필|김영환|고소|형수욕설|형보수지|녹취파일|김부선|주진우|jtbc|퀴어축제|동성애|게이|페미니즘|페미|박원순 재산|박원순 아들|김종민|서울시장 후보자 2차토론|시민일보|세월호	101808	520	86	560	"서울시장 후보토론을 5회 진행되야 할 것을 박원순 후보의 토론회피로 단 2회 진행되었습니다.
더군다나 마지막 이토론엔 주도권토론마저 사라졌습니다.
이것은 유권자들에게 대한 무시이고 이런 나라가 세상에 어디있습니까?
소중한 한표 꼭 믿을만한 후보에게 행사합시다.
무료구독:https://www.youtube.com/channel/UCtV22tTpOs2QfzuBfhcIbkw?sub_confirmation=1
- 자율적 후원 기부 -
국민은행 835002-04-144580 
투네이션 - https://toon.at/donate/girin
페이팔 후원 기부 - https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=M4T396GY9FTDY
후원해주시면 앞으로 컨텐츠 제작에 큰 도움이 됩니다. 감사합니다."
186	RzDMCVdPwnE	Primitive Technology: Sling	Primitive Technology	22	People & Blogs	2015-11-27T22:39:11.000Z	Sling|Cordage|Bark fiber|primitive technology|weapon|Weapon (Interest)|From scratch|pt	17799483	218051	4436	13991	"A sling is a weapon used to fire rocks farther and harder than could be thrown by hand alone. I made this sling from bark fiber that I made into cord. The cord was then tied in such a way to produce an area in the middle with three cords. A strip of the same bark fiber was woven between these to form a pouch. A loop was tied at one end of the sling and a knot tied in the other.
To use it, the loop is slipped over the finger and the knot is held down with the thumb. A stone is placed in the pouch and the sling swung over head. At the appropriate time the sling is swung forward in a throwing action and the knot held in the hand is let go. This causes the pouch to open and the stone to fly (hopefully) towards the target.
I hadn't used a sling for eight years but the first target I set up and filmed, a potsherd on a stick at 10 m, was hit first go! Next I set up a log at 20 m and required more practice. Targets of potsherds and tiles at 10 m were set up in a clearing. Tiles on sticks at 15 m were set up in a stretch of creek. The last shots are back in the clearing at 10 m. 
Learning to use the sling is difficult and practice is necessary. When aiming line up the swinging plane of the sling with the target to determine Y-axis aspect and use release timing to determine x-axis aspect. With timing (right handed) too early and the stone will got to the right, too late and it will go left. Practice to make it go at the right time. Use larger stones as they swing slower and are easier to time. Use smooth stones so they fly straight and don't cling to the pouch when released. 
The advantage of the sling is that it's easy to make, portable and the ammunition (stones) are every where. The disadvantages are it's difficult to learn to use accurately, noise and movement give it away when used, it can't penetrate a target like an arrow (unless using some kind of weighted dart) and it can't be fired in thick forest. Interestingly, the sling has a range comparable to a bow. From my research, the record for the longest sling shot was 505 m and that of the bow just under 500 m. For some great information on slings and slinging look at: http://www.slinging.org/.

Wordpress: https://primitivetechnology.wordpress.com/
Patreon page: https://www.patreon.com/user?u=2945881&ty=h
I have no face book page. Beware of fake pages."
187	uexk7jWXYmU	[MV] JBJ _ My Flower (꽃이야)	1theK (원더케이)	10	Music	2018-01-17T09:00:07.000Z	Kpop|1theK|원더케이|loen|로엔|뮤비|티져|MV|Teaser|신곡|new|song|한류|hallyu|ロエン|ミュージック|ミュージックビデオ|ケーポップ|韓国の歌|アイドル|韓流|韓国|아이돌|idol|꽃이야|My Flower|JBJ|노태현|켄타|김상균|김용국|권현빈|김동한|프로듀스 101|Produce 101|제이비제이|제비제	23769840	537388	3916	28684	"[MV] JBJ _ My Flower (꽃이야)

*English subtitles are now available.   
(Please click on 'CC' button or activate 'Interactive Transcript' function)  

[Notice] 1theK YouTube is also an official channel for the MV, and music shows will count the views from this channel too.

:: iTunes : https://itunes.apple.com/album/true-colors-ep/1336410226?l=ko&ls=1&app=itunes

[ JBJ ]

JBJ was in full bloom as ‘a very desirable combination’ and became a reality from fantasy in response to the calls from fans. Now, JBJ came back with its second mini album [True Colors] to show each member’s real self.  

The title track ‘My Flower’ is a New Pop Track with a new concept that starts with a sensitive piano melody and is finished with a Raggaeton hook in the refrain. Double Sidekick, EASTWEST and Bull$EyE created this song together only for JBJ to show JBJ’s unique fresh feel.  

#JBJ#MyFlower#꽃이야#Newrelease#MV#1theK#원더케이

▶1theK FB  : http://www.facebook.com/1theK
▶1theK TW : https://twitter.com/1theK
▶1theK Kakao : https://goo.gl/otRpZc"
188	GFB9SFjvHyE	[NU'EST] L.O.Λ.Ely #5 민현 in Budapest	NU'EST	26	Howto & Style	2019-04-11T13:00:02.000Z	뉴이스트|뉴이스트W|NU'EST|NU'EST W|JR|REN|ARON|BAEKHO|아론|백호|렌|최민기|김종현|곽아론|강동호|황민현|MINHYUN|민현|플레디스|플레디스엔터테인먼트|러블리|LOVEly|L.O.Λ.Ely|Budapest|부다페스트	108526	12791	84	669	"[NU'EST] L.O.Λ.Ely #5 민현 in Budapest
#NUEST #뉴이스트 #LOVEly

MINHYUN 'Universe' on iTunes : https://itunes.apple.com/us/album/universe-single/1458585949


Pledis Official Homepage: http://www.pledis.co.kr/
NU'EST Official Facebook: https://www.facebook.com/pledisnuest
NU'EST Official Twitter: https://twitter.com/nuestnews
NU'EST Official Fancafe: http://cafe.daum.net/nuest


ⓒ Pledis Entertainment. All Rights Reserved"
189	7vqjNhmZvZg	"""탈선 KTX, 선로전환기 회선 거꾸로 연결""-[LIVE] MBC 뉴스데스크 2018년 12월 09일"	MBCNEWS	25	News & Politics	2018-12-09T11:47:18.000Z	MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news	19174	149	38	36	"KTX 강릉선 이틀째 복구...""내일 정상화"" / '고개 숙인' 장관...""한파 때문이라더니"" 말 바꾼 사장 / 靑 ""서두르거나 재촉 안해""...김정은 연내 답방 쉽지 않은 듯 / ""집값 올라도 돈 안써""...부동산 자산효과 '제로' / 
'초등 돌봄교실' 확대?...""교사도 예산도 부족"" / 조명에 벽화·화단...""동네 바꿨더니 범죄 줄었다""

MBC가 유튜브 뉴스 생중계를 확대합니다.

밤 8시 뉴스데스크 
아침 5시 58분 뉴스투데이

하루의 주요 뉴스와 뉴스특보를 전해드립니다. 

▶MBC 뉴스 유튜브 라이브 안내◀

05시 58분 MBC 뉴스투데이 1부
06시 25분 MBC 뉴스투데이 2부
07시 00분 MBC 뉴스투데이 3부 
14시 2시 뉴스 외전
17시 00분 5MBC뉴스
20시 00분 MBC 뉴스데스크 

라이브 시각은 당일 편성에 따라 달라질 수 있습니다.

#MBC #NewsDesk #엠비씨 #뉴스데스크"
190	U72sMc9IPIE	대학생들이 말하는 동아리 연애의 모든 것 | 유니크(YOUNIQ)	유니크	22	People & Blogs	2018-03-17T12:00:04.000Z	#대학생|#대학교|#동아리|#CC|#동아리 CC|#커플|#술|#뒷풀이|#연애|#깨지지만마|#유니크|#youniq|#유니브|#연고티비|#공대하냥	85702	462	8	32	"연애하러 동아리 들어간다?! 실제 동아리 CC에게 동아리 CC에 대해 물어보았다. 동아리 사람들의 반응부터 눈치보였던 경험까지! 동아리 활동을 하면서 연애까지 두마리 토끼를 잡은 이들의 경험담을 들어보자.  

#대학생 #대학교 #동아리 #CC #동아리CC #커플 #술 #뒷풀이 #연애 #깨지지만마 #유니크
 
────
✅ 유니크(Youniq) 소개! 
☞ 갈 데까지 가고싶은데 어디까지 가야하는지 모르겠는 대학생들의 유쾌한 이야기들을 들려드리는 채널로 구독자 여러분들의 관심과 지도가 필요합니다!
☞ 유니크 구독하기 :  https://goo.gl/KM5fJF

✅ 유니크 팀원은?
☞ 겨니, 쫑, 쎄스타, 지니, 디누, 타우, 송이


☞ 

✅ 유니브의 다른 채널들이 궁금하시죠?
☞ 유니브(Youniv) :  https://goo.gl/Swo6te
☞ 연고티비(Yonkotv) : https://goo.gl/yDq5ht
☞ 공대하냥 : https://goo.gl/qTyxi1
☞ 고니 : https://goo.gl/mXuK1P


☞"
191	BywWlX8hJyE	학부모 돈 '눈먼 돈'?…한유총 '대변' 한국당 유치원법 (2019.12.03/뉴스투데이/MBC)	MBCNEWS	25	News & Politics	2019-12-02T22:46:43.000Z	MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|유치원3법|한유총|자유한국당|사립유치원|유치원비리	5218	242	4	71	"국회 마비로 발목 잡힌 법안 중엔 지난해 사립유치원 비리 사태로 만들어진 '유치원 3법'이 포함돼 있습니다. 한국당이 유치원 3법을 계속 반대해오다 최근 다시 수정안을 내놨는데, 학부모가 내는 돈은 별도로 관리하는 게 핵심으로, 유치원 원장들이 요구했던 내용이 대폭 반영됐습니다. 

http://imnews.imbc.com/replay/2019/nwtoday/article/5633458_24616.html

#유치원3법, #한유총, #유치원비리"
192	20gkTAPK65Y	판문점 선언 트럼프의 흔들림과 한미동맹 해체, 중화권 편입 신호인가? [별별특강] ① (2018.05.05) 1부	황장수의 뉴스브리핑o	25	News & Politics	2018-05-05T00:00:02.000Z	황장수|뉴스브리핑|판문점선언|트럼프|흔들림|한미동맹|해체|중화권|편입신호	99824	3246	133	203	"판문점 선언 트럼프의 흔들림과 한미동맹 해체, 중화권 편입 신호인가? [별별특강] ① (2018.05.05) 1부

미래경영연구소회원모집 안내 (02-2671-7803)http://blog.naver.com/pjbjp24/220663123970"
193	WhYOEe_wGFo	2019년 5월 26일 (일) 뉴스룸 다시보기 - '통화 누설' 참사관 귀국…형사고발 할 듯	JTBC News	25	News & Politics	2019-05-26T14:05:30.000Z	JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|뉴스룸 다시보기|뉴스룸 풀영상|뉴스 풀영상|뉴스 다시보기|JTBC LIVE|ㅓ슟|외교관|외교관 K씨|강효상|강효상 의원|강효상 처벌|국민의 알권리|외교관 파면|기생충|황금종려상|칸|칸영화제|봉준호|송강호|봉준호 기생충|기생충 칸 수상|김해 화재|김해 공장 화재|위안화 급락|환율|세계 환율|미중무역|관세폭탄|북 발사체|트럼프|도널드트럼프|미일회담|볼턴|김정은|게임중독|게임중독은 질병|게임중독 질병|게임업계|WHO|WHO 게임	99505	995	83	147	"1. '통화 누설' 참사관 귀국…형사고발 할 듯 2:03

한미 정상 간 통화내용을 자유한국당 강효상 의원에게 누설한 K 참사관이 오늘(26일) 인천공항을 통해 귀국했습니다. 외교부는 K 참사관을 상대로 기밀을 누설하게 된 경위와 의도 등을 추가로 조사한 뒤 형사 고발할 것으로 보입니다.

2. 봉준호 '기생충' 황금종려상…한국 최초 8:24

봉준호 감독의 영화 '기생충'이 세계 3대 영화제 '칸 영화제'에서 최고상인 황금종려상을 거머쥐었습니다. 우리 영화가 황금종려상을 받은 것은 이번이 처음입니다.

3. 김해서 공장 화재…인근 주민들 대피 20:32

경남 김해의 한 공장에서 큰 불이 나 주민들이 대피하는 일까지 벌어졌습니다. 헬기까지 동원해 불길은 잡았지만, 현재도 유독성 연기가 치솟고 있습니다.

4. 중 ""위안화 급락 미국 탓""…환율 방어 의지 25:53

미·중 무역전쟁의 불똥이 환율로 튀자 중국 금융당국 수장이 최근 위안화 급락은 미국 탓이라며 강력한 환율 방어의지를 나타냈습니다. 미국이 우리나라에 '화웨이 퇴출'에 동참할 것을 요구하면서 우리 통신업체들의 입장이 난처해졌습니다.

5. ""북 발사체 염려 안 해""…볼턴과 선 긋기 28:56

일본을 방문 중인 트럼프 미국 대통령이 오늘 아침 트위터에 북한의 발사체를 염려하지 않는다는 내용의 글을 올렸습니다. 어제 백악관 국가안보회의 보좌관인 존 볼턴이 북한 탄도미사일이 유엔 제재를 위반한 거라고 밝힌 것과 대조적인 반응입니다.

6. WHO ""게임중독은 질병""…업계는 반발 32:14

세계보건기구 WHO가 게임중독을 질병으로 분류하는 안을 통과시켰습니다. 우리 정부도 게임중독을 질병으로 관리하기 위한 준비에 들어간다는 방침이지만, 게임업계 등이 반발하고 있어 진통이 예상됩니다.


#봉준호_황금종려상 #김해서_공장_화재 #뉴스룸은_한걸음_더

📢 JTBC유튜브 구독하기 (http://bitly.kr/5p)
✍ JTBC유튜브 커뮤니티 (http://bitly.kr/B9s)

▶ 공식 홈페이지 http://news.jtbc.co.kr
▶ 공식 페이스북 https://www.facebook.com/jtbcnews
▶ 공식 트위터 https://twitter.com/JTBC_news

방송사 : JTBC (http://www.jtbc.co.kr)"
194	DMFw7ghTHu4	천상계 미모의 아내와 이혼하려는 남자	캡틴라미[captain ramy]	1	Film & Animation	2019-06-21T09:40:30.000Z	영화리뷰|영화추천|영화소개|유튜브|캡틴라미|한국영화|내아내의모든것|임수정|류승룡|이선균|남편|아내|카사노바	1398183	5695	291	330	"[캡틴라미 인스타그램]
https://www.instagram.com/captainramy/

[캡틴라미 멤버십 가입]
https://bit.ly/2STNne8

[iOS 사용자를 위한 링크]
https://www.youtube.com/channel/UCVE-zq_yK_InhsVaJPQEttw/join

[비지니스 메일]
zyacard@naver.com


'구독'하고 '알림'설정을 해두면 재밌는 최신 영상들을 가장 빨리 볼 수 있습니다. 
#캡틴라미 #영화소개 #영화리뷰

*엔딩 곡: Heart break - Vibe tracks



채널은 분리되어 운영됩니다.
★영화 채널: https://bit.ly/2nYbzdm
★게임 채널: https://bit.ly/2CD3pzd
★구독하기: https://goo.gl/pSFlvS


영화: 내 아내의 모든 것

한국 영화 중 이렇게 코믹함과 섹시함의 균형을 잘 갖춘 영화가 또 있을까 싶을 정도로 개인적으로 무척 애정하는 영화입니다.

영화 엔딩 크레딧이 올라가는 중에도 열연을 펼치는 배우들과 끝까지 섹시 코미디라는 컨셉에 충실한 부분은 기립 박수를 치고 싶을 정도였습니다. 이런 웰메이드 영화를 아직도 못 봤다면 안타까운 일입니다. 적극적으로 추천합니다.


P.S.나레이션과 영화 사운드 차이가 심하다는 요청이 많아서
영화 사운드를 보정하여 재업로드 하는 영상입니다.

즐겁게 시청하시고, 영화 전체를 꼭 시청하기를 권장합니다^^


[유튜브 구매]
https://www.youtube.com/watch?v=-iNVCDDxKrw

[네이버 구매]
https://series.naver.com/movie/detail.nhn?productNo=3522329"
